"datamart_entity","datamart_table","datamart_attribute","datamart_column","nullable","data_domain","data_type","key","description","etl_logic","etl_logic_type","source_entity","atomic_table","source_attribute","atomic_column"
"Securities Company Personnel Profile","scr_co_psn_prfl","Identification Number","identn_nbr","true","Text","string","","CMND/CCCD — từ Involved Party Alternative Identification","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"Securities Company Personnel Profile","scr_co_psn_prfl","Email Address","email_adr","true","Text","string","","Email nhân sự cao cấp — SCMS.CTCK_NHAN_SU_CAO_CAP.EMAIL, lấy qua Involved Party Electronic Address (Electronic Address Type = EMAIL)","LEFT JOIN ip_elc_adr ON ip_elc_adr.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Electronic Address","ip_elc_adr","Electronic Address Value","elc_adr_val"
"Securities Company Personnel Profile","scr_co_psn_prfl","Phone Number","ph_nbr","true","Text","string","","Điện thoại nhân sự cao cấp — SCMS.CTCK_NHAN_SU_CAO_CAP.DIEN_THOAI, lấy qua Involved Party Electronic Address (Electronic Address Type = PHONE)","LEFT JOIN ip_elc_adr ON ip_elc_adr.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Electronic Address","ip_elc_adr","Electronic Address Value","elc_adr_val"
"Securities Company Personnel Profile","scr_co_psn_prfl","Personnel Status Code","psn_st_code","true","Classification Value","string","","Trạng thái nhân sự (scheme: SCMS_PERSONNEL_STATUS)","scr_co_snr_psn.psn_st_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Personnel Status Code","psn_st_code"
"Securities Company Personnel Profile","scr_co_psn_prfl","Created Timestamp","crt_tms","true","Timestamp","timestamp","","Ngày tạo bản ghi — dùng làm proxy ngày bổ nhiệm","scr_co_snr_psn.crt_tms","direct","Securities Company Senior Personnel","scr_co_snr_psn","Created Timestamp","crt_tms"
"Securities Company Personnel Profile","scr_co_psn_prfl","Resignation Date","resignation_dt","true","Date","date","","Ngày thôi việc","scr_co_snr_psn.resignation_dt","direct","Securities Company Senior Personnel","scr_co_snr_psn","Resignation Date","resignation_dt"
"Securities Company Personnel Profile","scr_co_psn_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_NHAN_SU_CAO_CAP. Driving table: scr_co_snr_psn.","scr_co_snr_psn.src_stm_code WHERE scr_co_snr_psn.src_stm_code = 'SCMS_CTCK_NHAN_SU_CAO_CAP'","direct","Securities Company Senior Personnel","scr_co_snr_psn","Source System Code","src_stm_code"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Profile Id","shrhlr_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Securities Company Shareholder Code","scr_co_shrhlr_code","false","Text","string","BK","Mã cổ đông — business key","","","Securities Company Shareholder","scr_co_shrhlr","Securities Company Shareholder Code","scr_co_shrhlr_code"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_shrhlr.scr_co_code","direct","Securities Company Shareholder","scr_co_shrhlr","Securities Company Code","scr_co_code"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Name","shrhlr_nm","false","Text","string","","Tên cổ đông","scr_co_shrhlr.shrhlr_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Name","shrhlr_nm"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Is Individual Indicator","is_idv_ind","true","Indicator","string","","Cổ đông cá nhân hay tổ chức","scr_co_shrhlr.is_idv_ind","direct","Securities Company Shareholder","scr_co_shrhlr","Is Individual Indicator","is_idv_ind"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Type Code","shrhlr_tp_code","true","Classification Value","string","","Loại cổ đông (scheme: SCMS_SHAREHOLDER_RELATION_TYPE)","scr_co_shrhlr.shrhlr_tp_code","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Type Code","shrhlr_tp_code"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Share Quantity","shr_qty","true","Small Counter","int","","Số CP nắm giữ tại CTCK","scr_co_shrhlr.shr_qty","direct","Securities Company Shareholder","scr_co_shrhlr","Share Quantity","shr_qty"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Share Ratio","shr_rto","true","Percentage","decimal(5,2)","","Tỷ lệ sở hữu CP (%)","scr_co_shrhlr.shr_rto","direct","Securities Company Shareholder","scr_co_shrhlr","Share Ratio","shr_rto"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Identification Number","identn_nbr","true","Text","string","","CMND/CCCD cổ đông — từ Involved Party Alternative Identification","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_shrhlr.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Job Position Name","job_pos_nm","true","Text","string","","Chức vụ cổ đông tại nơi khác (text tự do)","scr_co_shrhlr.job_pos_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Job Position Name","job_pos_nm"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Workplace Name","workplace_nm","true","Text","string","","Nơi làm việc của cổ đông (text tự do)","scr_co_shrhlr.workplace_nm","direct","Securities Company Shareholder","scr_co_shrhlr","Workplace Name","workplace_nm"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Trading Account Number","tdg_ac_nbr","true","Text","string","","Số TK giao dịch tại CTCK này","scr_co_shrhlr.tdg_ac_nbr","direct","Securities Company Shareholder","scr_co_shrhlr","Trading Account Number","tdg_ac_nbr"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Shareholder Status Code","shrhlr_st_code","true","Classification Value","string","","Trạng thái cổ đông (scheme: SCMS_SHAREHOLDER_STATUS)","scr_co_shrhlr.shrhlr_st_code","direct","Securities Company Shareholder","scr_co_shrhlr","Shareholder Status Code","shrhlr_st_code"
"Securities Company Shareholder Profile","scr_co_shrhlr_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_CO_DONG. Driving table: scr_co_shrhlr.","scr_co_shrhlr.src_stm_code WHERE scr_co_shrhlr.src_stm_code = 'SCMS_CTCK_CO_DONG'","direct","Securities Company Shareholder","scr_co_shrhlr","Source System Code","src_stm_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Profile Id","practitioner_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Code","prac_code","false","Text","string","BK","Mã người hành nghề — business key","","","Securities Practitioner","scr_prac","Practitioner Code","prac_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_prac.scr_co_code","direct","Securities Practitioner","scr_prac","Securities Company Code","scr_co_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Full Name","full_nm","false","Text","string","","Họ tên NHN","scr_prac.full_nm","direct","Securities Practitioner","scr_prac","Full Name","full_nm"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Identity Reference Code","identity_refr_code","true","Text","string","","CMND/CCCD NHN","scr_prac.id_refr_code","direct","Securities Practitioner","scr_prac","Identity Reference Code","id_refr_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practice Status Code","practice_st_code","true","Classification Value","string","","Trạng thái hành nghề (scheme: NHNCK_PRACTICE_STATUS)","scr_prac.practice_st_code","direct","Securities Practitioner","scr_prac","Practice Status Code","practice_st_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Practitioner Registration Type Code","practitioner_rgst_tp_code","true","Classification Value","string","","Loại đăng ký HN (scheme: NHNCK_REGISTRATION_TYPE)","scr_prac.prac_rgst_tp_code","direct","Securities Practitioner","scr_prac","Practitioner Registration Type Code","prac_rgst_tp_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","License Certificate Number","license_ctf_nbr","true","Text","string","","Số GCN hành nghề","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Number","ctf_nbr"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Certificate Type Code","ctf_tp_code","true","Classification Value","string","","Loại chứng chỉ/nghiệp vụ (scheme: CERTIFICATE_TYPE) — xem O_QLKD_10","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Type Code","ctf_tp_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Certificate Status Code","ctf_st_code","true","Classification Value","string","","Trạng thái GCN (scheme: NHNCK_CERT_STATUS)","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Status Code","ctf_st_code"
"Securities Company Practitioner Profile","scr_co_practitioner_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức SCMS_CTCK_NGUOI_HANH_NGHE_CK + NHNCK_Professionals. Driving table: scr_prac.","scr_prac.src_stm_code WHERE scr_prac.src_stm_code IN ('SCMS_CTCK_NGUOI_HANH_NGHE_CK','NHNCK_Professionals')","direct","Securities Practitioner","scr_prac","Source System Code","src_stm_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Compliance History Id","cmpln_hist_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Compliance History","scr_co_cmpln_hist","Securities Company Code","scr_co_code","false","Text","string","BK","Mã CTCK — ETL join key cho filter","","","Member Periodic Report","mbr_prd_rpt","Securities Company Code","scr_co_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Report Template Code","rpt_tpl_code","false","Text","string","","Mã biểu mẫu","mbr_prd_rpt.rpt_tpl_code","direct","Member Periodic Report","mbr_prd_rpt","Report Template Code","rpt_tpl_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Report Period Year","rpt_prd_yr","false","Small Counter","int","","Năm kỳ","mbr_prd_rpt.yr_val","direct","Member Periodic Report","mbr_prd_rpt","Year Value","yr_val"
"Securities Company Compliance History","scr_co_cmpln_hist","Submission Date","submission_dt","true","Date","date","","Ngày nộp thực tế","mbr_prd_rpt.subm_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Date","subm_dt"
"Securities Company Compliance History","scr_co_cmpln_hist","Submission Deadline Date","submission_ddln_dt","true","Date","date","","Hạn nộp","mbr_prd_rpt.subm_ddln_dt","direct","Member Periodic Report","mbr_prd_rpt","Submission Deadline Date","subm_ddln_dt"
"Securities Company Compliance History","scr_co_cmpln_hist","Submission Status Code","submission_st_code","true","Classification Value","string","","Trạng thái nộp (scheme: SCMS_SUBMISSION_STATUS)","mbr_prd_rpt.subm_st_code","direct","Member Periodic Report","mbr_prd_rpt","Submission Status Code","subm_st_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Subject Organization Short Name","sbj_org_shrt_nm","true","Text","string","","Tên viết tắt CTCK từ Inspection Case — text match filter, xem O_QLKD_13","insp_case.sbj_org_shrt_nm","direct","Inspection Case","insp_case","Subject Organization Short Name","sbj_org_shrt_nm"
"Securities Company Compliance History","scr_co_cmpln_hist","Inspection Type Code","inspection_tp_code","true","Classification Value","string","","Loại hình thanh/kiểm tra (scheme: TT_PLAN_TYPE)","insp_case.insp_tp_code","direct","Inspection Case","insp_case","Inspection Type Code","insp_tp_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Case Name","case_nm","true","Text","string","","Tên hồ sơ thanh tra/kiểm tra","insp_case.case_nm","direct","Inspection Case","insp_case","Case Name","case_nm"
"Securities Company Compliance History","scr_co_cmpln_hist","Conclusion Document Number","conclusion_doc_nbr","true","Text","string","","Số QĐ kết luận xử phạt","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Conclusion Document Number","conclusion_doc_nbr"
"Securities Company Compliance History","scr_co_cmpln_hist","Signing Date","signing_dt","true","Date","date","","Ngày ký kết luận","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Signing Date","signing_dt"
"Securities Company Compliance History","scr_co_cmpln_hist","Penalty Type Code","pny_tp_code","true","Classification Value","string","","Hình thức xử phạt (scheme: TT_PENALTY_TYPE)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Penalty Type Code","pny_tp_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Penalty Amount","pny_amt","true","Currency Amount","decimal(23,2)","","Số tiền phạt (VND)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Penalty Amount","pny_amt"
"Securities Company Compliance History","scr_co_cmpln_hist","Conclusion Status Code","conclusion_st_code","true","Classification Value","string","","Trạng thái kết luận (scheme: TT_CASE_STATUS)","LEFT JOIN insp_case_conclusion ON insp_case_conclusion.insp_case_id = insp_case.insp_case_id","join_atomic","Inspection Case Conclusion","insp_case_conclusion","Conclusion Status Code","conclusion_st_code"
"Securities Company Compliance History","scr_co_cmpln_hist","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter 2 nguồn chính thức FMS_RPTMEMBER + SCMS_BC_THANH_VIEN (driving table: mbr_prd_rpt). insp_case là join phụ, không phải driving.","mbr_prd_rpt.src_stm_code WHERE mbr_prd_rpt.src_stm_code IN ('FMS_RPTMEMBER','SCMS_BC_THANH_VIEN')","direct","Member Periodic Report","mbr_prd_rpt","Source System Code","src_stm_code"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Organization Unit Profile Id","ou_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Securities Company Organization Unit Code","scr_co_ou_code","false","Text","string","BK","Mã đơn vị trực thuộc — business key","","","Securities Company Organization Unit","scr_co_ou","Securities Company Organization Unit Code","scr_co_ou_code"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_ou.scr_co_code","direct","Securities Company Organization Unit","scr_co_ou","Securities Company Code","scr_co_code"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Organization Unit Name","ou_nm","false","Text","string","","Tên CN/PGD/VPĐD","scr_co_ou.ou_nm","direct","Securities Company Organization Unit","scr_co_ou","Organization Unit Name","ou_nm"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Organization Unit Type Code","ou_tp_code","false","Classification Value","string","","Loại đơn vị: BRANCH/TRANSACTION_OFFICE/REP_OFFICE","scr_co_ou.ou_tp_code","direct","Securities Company Organization Unit","scr_co_ou","Organization Unit Type Code","ou_tp_code"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Address","adr","true","Text","string","","Địa chỉ CN/PGD/VPĐD — SCMS.CTCK_CHI_NHANH.DIA_CHI (hoặc CTCK_PHONG_GIAO_DICH, CTCK_VP_DAI_DIEN), lấy qua Involved Party Postal Address.Address Value. Phục vụ K_QLKD_108 (BA STT 37)","LEFT JOIN ip_pst_adr ON ip_pst_adr.ip_id = scr_co_ou.ip_id","join_atomic","Involved Party Postal Address","ip_pst_adr","Address Value","adr_val"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Established Date","estb_dt","true","Date","date","","Ngày thành lập/khai trương","scr_co_ou.dcsn_dt","direct","Securities Company Organization Unit","scr_co_ou","Decision Date","dcsn_dt"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Life Cycle Status Code","lcs_code","true","Classification Value","string","","Trạng thái (scheme: LIFE_CYCLE_STATUS)","scr_co_ou.lcs_code","direct","Securities Company Organization Unit","scr_co_ou","Life Cycle Status Code","lcs_code"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Business Sector Name","bsn_sctr_nm","true","Text","string","","Tên lĩnh vực nghiệp vụ (text tự do — xem O_QLKD_12)","scr_co_ou.bsn_sctr_nm","direct","Securities Company Organization Unit","scr_co_ou","Business Sector Name","bsn_sctr_nm"
"Securities Company Organization Unit Profile","scr_co_ou_prfl","Source System Code","src_stm_code","false","Classification Value","string","","CASE WHEN scr_co_ou.ou_tp_code = 'BRANCH' THEN 'SCMS_CTCK_CHI_NHANH' WHEN scr_co_ou.ou_tp_code = 'TRANSACTION_OFFICE' THEN 'SCMS_CTCK_PHONG_GIAO_DICH' WHEN scr_co_ou.ou_tp_code = 'REP_OFFICE' THEN 'SCMS_CTCK_VP_DAI_DIEN' END","CASE WHEN scr_co_ou.ou_tp_code = 'BRANCH' THEN 'SCMS_CTCK_CHI_NHANH' WHEN scr_co_ou.ou_tp_code = 'TRANSACTION_OFFICE' THEN 'SCMS_CTCK_PHONG_GIAO_DICH' WHEN scr_co_ou.ou_tp_code = 'REP_OFFICE' THEN 'SCMS_CTCK_VP_DAI_DIEN' END","computed","Securities Company Organization Unit","scr_co_ou","Source System Code","src_stm_code"
"Individual Profile","idv_prfl","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated — merge SCMS + NHNCK theo CMND/CCCD","","","Generated","","ETL derived",""
"Individual Profile","idv_prfl","Securities Company Senior Personnel Code","scr_co_snr_psn_code","false","Text","string","BK","Mã nhân sự — business key merge từ SCMS + NHNCK","","","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Senior Personnel Code","scr_co_snr_psn_code"
"Individual Profile","idv_prfl","Practitioner Id","practitioner_id","true","Text","string","","Silver Id Practitioner (NHNCK) — NULL nếu chỉ có SCMS","LEFT JOIN scr_prac ON scr_prac.id_refr_code = scr_co_snr_psn.id_nbr","join_atomic","Securities Practitioner","scr_prac","Practitioner Id","prac_id"
"Individual Profile","idv_prfl","Securities Company Code","scr_co_code","false","Text","string","","Mã CTCK","scr_co_snr_psn.scr_co_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Securities Company Code","scr_co_code"
"Individual Profile","idv_prfl","Full Name","full_nm","false","Text","string","","Họ tên cá nhân","scr_co_snr_psn.full_nm","direct","Securities Company Senior Personnel","scr_co_snr_psn","Full Name","full_nm"
"Individual Profile","idv_prfl","Position Type Code","pos_tp_code","true","Classification Value","string","","Chức vụ tại CTCK (scheme: SCMS_POSITION_TYPE)","scr_co_snr_psn.pos_tp_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Position Type Code","pos_tp_code"
"Individual Profile","idv_prfl","Identification Number","identn_nbr","true","Text","string","","CMND/CCCD — từ Involved Party Alternative Identification (SCMS.SO_CMND) hoặc Securities Practitioner.Identity Reference Code (NHNCK)","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_snr_psn.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"Individual Profile","idv_prfl","License Certificate Number","license_ctf_nbr","true","Text","string","","Số GCN hành nghề","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Number","ctf_nbr"
"Individual Profile","idv_prfl","Certificate Type Code","ctf_tp_code","true","Classification Value","string","","Loại chứng chỉ/nghiệp vụ (scheme: CERTIFICATE_TYPE)","LEFT JOIN scr_prac_license_ctf_doc ON scr_prac_license_ctf_doc.prac_id = scr_prac.prac_id","join_atomic","Securities Practitioner License Certificate Document","scr_prac_license_ctf_doc","Certificate Type Code","ctf_tp_code"
"Individual Profile","idv_prfl","Is Insider Verified","is_insider_verf","true","Indicator","string","","CASE WHEN Securities Company Senior Personnel.Identification Number = Securities Practitioner.Identification Number THEN true ELSE false END (merge SCMS + NHNCK theo CMND/CCCD)","CASE WHEN scr_co_snr_psn.id_nbr = scr_prac.id_refr_code THEN true ELSE false END","computed","Securities Company Senior Personnel / Securities Practitioner","scr_co_snr_psn / scr_prac","Securities Company Senior Personnel.Identification Number / Securities Practitioner.Identity Reference Code","id_nbr / id_refr_code"
"Individual Profile","idv_prfl","Personnel Status Code","psn_st_code","true","Classification Value","string","","Trạng thái nhân sự","scr_co_snr_psn.psn_st_code","direct","Securities Company Senior Personnel","scr_co_snr_psn","Personnel Status Code","psn_st_code"
"Individual Profile","idv_prfl","Practice Status Code","practice_st_code","true","Classification Value","string","","Trạng thái hành nghề","LEFT JOIN scr_prac ON scr_prac.id_refr_code = scr_co_snr_psn.id_nbr","join_atomic","Securities Practitioner","scr_prac","Practice Status Code","practice_st_code"
"Individual Profile","idv_prfl","Source System Code","src_stm_code","false","Classification Value","string","","Mã hệ thống nguồn — filter nguồn chính thức SCMS_CTCK_NHAN_SU_CAO_CAP. Driving table: scr_co_snr_psn.","scr_co_snr_psn.src_stm_code WHERE scr_co_snr_psn.src_stm_code = 'SCMS_CTCK_NHAN_SU_CAO_CAP'","direct","Securities Company Senior Personnel","scr_co_snr_psn","Source System Code","src_stm_code"
"Individual Related Party Network","idv_rel_p_ntw","Related Party Network Id","rel_p_ntw_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Individual Related Party Network","idv_rel_p_ntw","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","BK","FK đến Individual Profile (ETL derived)","","","Generated","","ETL derived",""
"Individual Related Party Network","idv_rel_p_ntw","Related Party Full Name","rel_p_full_nm","false","Text","string","","Tên người liên quan","scr_co_shrhlr_rel_p.rel_p_full_nm","direct","Securities Company Shareholder Related Party","scr_co_shrhlr_rel_p","Related Party Full Name","rel_p_full_nm"
"Individual Related Party Network","idv_rel_p_ntw","Relationship Type Code","rltnp_tp_code","true","Classification Value","string","","Mối quan hệ (scheme: SCMS_SHAREHOLDER_RELATION_TYPE / NHNCK)","scr_co_shrhlr_rel_p.rltnp_tp_code","direct","Securities Company Shareholder Related Party","scr_co_shrhlr_rel_p","Relationship Type Code","rltnp_tp_code"
"Individual Related Party Network","idv_rel_p_ntw","Related Party Identity Reference Code","rel_p_identity_refr_code","true","Text","string","","CMND/CCCD người liên quan","LEFT JOIN ip_alt_identn ON ip_alt_identn.ip_id = scr_co_shrhlr_rel_p.ip_id","join_atomic","Involved Party Alternative Identification","ip_alt_identn","Identification Number","identn_nbr"
"Individual Related Party Network","idv_rel_p_ntw","Related Party Job Position Name","rel_p_job_pos_nm","true","Text","string","","Chức vụ/nghề nghiệp người liên quan (text)","scr_co_shrhlr_rel_p.rel_p_job_pos_nm","direct","Securities Company Shareholder Related Party","scr_co_shrhlr_rel_p","Related Party Job Position Name","rel_p_job_pos_nm"
"Individual Related Party Network","idv_rel_p_ntw","Share Quantity","shr_qty","true","Small Counter","int","","Số CP người liên quan nắm giữ","scr_co_shrhlr_rel_p.shr_qty","direct","Securities Company Shareholder Related Party","scr_co_shrhlr_rel_p","Share Quantity","shr_qty"
"Individual Related Party Network","idv_rel_p_ntw","Share Ratio","shr_rto","true","Percentage","decimal(5,2)","","Tỷ lệ sở hữu — xem O_QLKD_15","scr_co_shrhlr_rel_p.shr_rto","direct","Securities Company Shareholder Related Party","scr_co_shrhlr_rel_p","Share Ratio","shr_rto"
"Individual Related Party Network","idv_rel_p_ntw","Source System Code","src_stm_code","false","Classification Value","string","","CASE WHEN source = Securities Company Shareholder Related Party THEN 'SCMS' WHEN source = Securities Practitioner THEN 'NHNCK' ELSE NULL END","CASE WHEN scr_co_shrhlr_rel_p.src_stm_code IS NOT NULL THEN scr_co_shrhlr_rel_p.src_stm_code WHEN scr_prac.src_stm_code IS NOT NULL THEN scr_prac.src_stm_code ELSE NULL END","computed","Securities Company Shareholder Related Party / Securities Practitioner","scr_co_shrhlr_rel_p / scr_prac","Securities Company Shareholder Related Party.Source System Code / Securities Practitioner.Source System Code","src_stm_code / src_stm_code"
"Individual Related Party Network","idv_rel_p_ntw","Public Company Code","pblc_co_code","true","Text","string","","Mã DN niêm yết node (từ Public Company Related Entity)","pblc_co_rel_ent.pblc_co_code","direct","Public Company Related Entity","pblc_co_rel_ent","Public Company Code","pblc_co_code"
"Individual Related Party Network","idv_rel_p_ntw","Public Company Name","pblc_co_nm","true","Text","string","","Tên DN niêm yết node","pblc_co_rel_ent.rel_ent_nm","direct","Public Company Related Entity","pblc_co_rel_ent","Related Entity Name","rel_ent_nm"
"Individual Listed Company Role","idv_list_co_rl","Listed Company Role Id","list_co_rl_id","false","Surrogate Key","string","PK","Surrogate key ETL generated","","","Generated","","ETL derived",""
"Individual Listed Company Role","idv_list_co_rl","Individual Profile Id","idv_prfl_id","false","Surrogate Key","string","BK","FK đến Individual Profile (ETL derived)","","","Generated","","ETL derived",""
"Individual Listed Company Role","idv_list_co_rl","Public Company Code","pblc_co_code","false","Text","string","","Mã DN niêm yết/ĐKGD","pblc_co_rel_ent.pblc_co_code","direct","Public Company Related Entity","pblc_co_rel_ent","Public Company Code","pblc_co_code"
"Individual Listed Company Role","idv_list_co_rl","Relationship Type Code","rltnp_tp_code","true","Classification Value","string","","Vai trò: TV HĐQT / Cổ đông lớn / Cố vấn... (scheme: IDS_RELATIONSHIP_TYPE — xem O_QLKD_17)","pblc_co_rel_ent.rltnp_tp_code","direct","Public Company Related Entity","pblc_co_rel_ent","Relationship Type Code","rltnp_tp_code"
"Individual Listed Company Role","idv_list_co_rl","Related Entity Name","rel_ent_nm","true","Text","string","","Tên người liên quan trong IDS","pblc_co_rel_ent.rel_ent_nm","direct","Public Company Related Entity","pblc_co_rel_ent","Related Entity Name","rel_ent_nm"
"Individual Listed Company Role","idv_list_co_rl","Owned Share Quantity","own_shr_qty","true","Small Counter","int","","Số CP sở hữu tại DN niêm yết","pblc_co_rel_ent.own_shr_qty","direct","Public Company Related Entity","pblc_co_rel_ent","Owned Share Quantity","own_shr_qty"
"Individual Listed Company Role","idv_list_co_rl","Ownership Ratio","own_rto","true","Percentage","decimal(5,2)","","Tỷ lệ sở hữu tại DN niêm yết","pblc_co_rel_ent.own_rto","direct","Public Company Related Entity","pblc_co_rel_ent","Ownership Ratio","own_rto"
"Individual Listed Company Role","idv_list_co_rl","Effective From Date","eff_fm_dt","true","Date","date","","Ngày bắt đầu vai trò","pblc_co_rel_ent.eff_fm_dt","direct","Public Company Related Entity","pblc_co_rel_ent","Effective From Date","eff_fm_dt"
"Individual Listed Company Role","idv_list_co_rl","Effective To Date","eff_to_dt","true","Date","date","","Ngày kết thúc vai trò","pblc_co_rel_ent.eff_to_dt","direct","Public Company Related Entity","pblc_co_rel_ent","Effective To Date","eff_to_dt"
"Individual Listed Company Role","idv_list_co_rl","Life Cycle Status Code","lcs_code","true","Classification Value","string","","CASE WHEN Public Company Related Entity.Effective To Date IS NULL THEN 'ACTIVE' ELSE 'INACTIVE' END","CASE WHEN pblc_co_rel_ent.eff_to_dt IS NULL THEN 'ACTIVE' ELSE 'INACTIVE' END","computed","Public Company Related Entity","pblc_co_rel_ent","Effective To Date","eff_to_dt"
