kpi_id,dashboard,kpi_name,kpi_description,requirement_group,kpi_category,source_module,mart_table,mart_column,column_role,logic
K_TT_21,Dashboard Hoạt động Kiểm tra >> Thống kê chung,Số vụ kiểm tra đang thực hiện,Số cuộc kiểm tra đang thực hiện,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Received Date Dimension Id,FILTER,YEAR <= selected year
K_TT_21,Dashboard Hoạt động Kiểm tra >> Thống kê chung,Số vụ kiểm tra đang thực hiện,Số cuộc kiểm tra đang thực hiện,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Case Status Dimension Id,FILTER,IN Classification Code ('MOI_TIEP_NHAN' 'DANG_GIAI_QUYET') via scheme TT_CASE_STATUS
K_TT_21,Dashboard Hoạt động Kiểm tra >> Thống kê chung,Số vụ kiểm tra đang thực hiện,Số cuộc kiểm tra đang thực hiện,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_21_SSCK,Dashboard Hoạt động Kiểm tra >> Thống kê chung,Số vụ kiểm tra đang thực hiện SSCK,So sánh cùng kỳ năm trước,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,(K_TT_21 − K_TT_21 [Year − 1]) / K_TT_21 [Year − 1] × 100%
K_TT_22,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ việc kiểm tra,Đếm số vụ kiểm tra theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Case Dimension Id,MEASURE,COUNT
K_TT_22,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ việc kiểm tra,Đếm số vụ kiểm tra theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Received Date Dimension Id,FILTER,YEAR = selected year
K_TT_22,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ việc kiểm tra,Đếm số vụ kiểm tra theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Received Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_22,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ việc kiểm tra,Đếm số vụ kiểm tra theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_23,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đã hoàn thành,Đếm số vụ kiểm tra đã hoàn thành theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Case Dimension Id,MEASURE,COUNT
K_TT_23,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đã hoàn thành,Đếm số vụ kiểm tra đã hoàn thành theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Status As Of Date Dimension Id,FILTER,YEAR = selected year
K_TT_23,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đã hoàn thành,Đếm số vụ kiểm tra đã hoàn thành theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Status As Of Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_23,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đã hoàn thành,Đếm số vụ kiểm tra đã hoàn thành theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Case Status Dimension Id,FILTER,= Classification Code 'HOAN_THANH' via scheme TT_CASE_STATUS
K_TT_23,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đã hoàn thành,Đếm số vụ kiểm tra đã hoàn thành theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_24,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đang triển khai,Đếm số vụ kiểm tra đang triển khai theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Case Dimension Id,MEASURE,COUNT
K_TT_24,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đang triển khai,Đếm số vụ kiểm tra đang triển khai theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Received Date Dimension Id,FILTER,YEAR = selected year
K_TT_24,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đang triển khai,Đếm số vụ kiểm tra đang triển khai theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Received Date Dimension Id,JOIN_KEY,GROUP BY MONTH
K_TT_24,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đang triển khai,Đếm số vụ kiểm tra đang triển khai theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Case Status Dimension Id,FILTER,IN Classification Code ('MOI_TIEP_NHAN' 'DANG_GIAI_QUYET') via scheme TT_CASE_STATUS
K_TT_24,Dashboard Hoạt động Kiểm tra >> Biểu đồ thống kê,Số lượng vụ kiểm tra đang triển khai,Đếm số vụ kiểm tra đang triển khai theo tháng,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_25,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CBTT,Đếm lượt vi phạm CBTT trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_25,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CBTT,Đếm lượt vi phạm CBTT trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_25,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CBTT,Đếm lượt vi phạm CBTT trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code CBTT>' via scheme TT_VIOLATION_TYPE
K_TT_25,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CBTT,Đếm lượt vi phạm CBTT trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_25_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi CBTT,Tỷ lệ % CBTT trong tổng 6 loại Kiểm tra,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_25 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_26,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CTCK,Đếm lượt vi phạm CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_26,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CTCK,Đếm lượt vi phạm CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_26,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CTCK,Đếm lượt vi phạm CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code CTCK>' via scheme TT_VIOLATION_TYPE
K_TT_26,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi CTCK,Đếm lượt vi phạm CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_26_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi CTCK,Tỷ lệ % CTCK trong tổng 6 loại Kiểm tra,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_26 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_27,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Thao túng nội gián,Đếm lượt vi phạm Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_27,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Thao túng nội gián,Đếm lượt vi phạm Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_27,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Thao túng nội gián,Đếm lượt vi phạm Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code Thao túng nội gián>' via scheme TT_VIOLATION_TYPE
K_TT_27,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Thao túng nội gián,Đếm lượt vi phạm Thao túng nội gián,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_27_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi Thao túng nội gián,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_27 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_28,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động chào bán,Đếm lượt vi phạm Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_28,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động chào bán,Đếm lượt vi phạm Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_28,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động chào bán,Đếm lượt vi phạm Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm hoạt động chào bán>' via scheme TT_VIOLATION_TYPE
K_TT_28,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động chào bán,Đếm lượt vi phạm Vi phạm hoạt động chào bán,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_28_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi Vi phạm hoạt động chào bán,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_28 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_29,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động của công ty QLQ,Đếm lượt vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_29,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động của công ty QLQ,Đếm lượt vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_29,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động của công ty QLQ,Đếm lượt vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm hoạt động của công ty QLQ>' via scheme TT_VIOLATION_TYPE
K_TT_29,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm hoạt động của công ty QLQ,Đếm lượt vi phạm hoạt động của CTQLQ,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_29_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi Vi phạm hoạt động của công ty QLQ,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_29 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_30,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm đăng ký CTĐC,Đếm lượt vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_30,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm đăng ký CTĐC,Đếm lượt vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_30,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm đăng ký CTĐC,Đếm lượt vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Violation Type Dimension Id,FILTER,= Classification Code '<code Vi phạm đăng ký CTĐC>' via scheme TT_VIOLATION_TYPE
K_TT_30,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Số lượng vi phạm hành vi Vi phạm đăng ký CTĐC,Đếm lượt vi phạm đăng ký CTĐC,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_30_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo hành vi,Tỷ lệ % vi phạm hành vi Vi phạm đăng ký CTĐC,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_30 / (K_TT_25 + K_TT_26 + K_TT_27 + K_TT_28 + K_TT_29 + K_TT_30) × 100%
K_TT_36,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTCK,Đếm lượt vi phạm đối tượng CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_36,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTCK,Đếm lượt vi phạm đối tượng CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_36,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTCK,Đếm lượt vi phạm đối tượng CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'CTCK' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_36,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTCK,Đếm lượt vi phạm đối tượng CTCK trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_36_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % vi phạm đối tượng CTCK,Tỷ lệ % CTCK trong tổng 5 loại Kiểm tra,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_36 / (K_TT_36 + K_TT_37 + K_TT_38 + K_TT_39 + K_TT_40) × 100%
K_TT_37,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Đếm lượt vi phạm CTQLQ + NHLK (gộp 2 tầng),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_37,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Đếm lượt vi phạm CTQLQ + NHLK (gộp 2 tầng),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_37,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Đếm lượt vi phạm CTQLQ + NHLK (gộp 2 tầng),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,OR condition - (Subject Source Type = 'CTQLQ') OR (Subject Source Type = 'DOI_TUONG_KHAC' AND Other Party Subtype = 'NHLK')
K_TT_37,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Đếm lượt vi phạm CTQLQ + NHLK (gộp 2 tầng),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,Xem OR condition ở Subject Source Type Code row
K_TT_37,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Đếm lượt vi phạm CTQLQ + NHLK (gộp 2 tầng),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_37_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % vi phạm đối tượng CTQLQ Ngân hàng lưu ký,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_37 / (K_TT_36 + K_TT_37 + K_TT_38 + K_TT_39 + K_TT_40) × 100%
K_TT_38,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTĐC,Đếm lượt vi phạm đối tượng CTĐC trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_38,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTĐC,Đếm lượt vi phạm đối tượng CTĐC trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_38,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTĐC,Đếm lượt vi phạm đối tượng CTĐC trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'CTDC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_38,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTĐC,Đếm lượt vi phạm đối tượng CTĐC trong Kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_38_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % vi phạm đối tượng CTĐC,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_38 / (K_TT_36 + K_TT_37 + K_TT_38 + K_TT_39 + K_TT_40) × 100%
K_TT_39,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTKT,Đếm lượt vi phạm đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_39,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTKT,Đếm lượt vi phạm đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_39,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTKT,Đếm lượt vi phạm đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_39,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTKT,Đếm lượt vi phạm đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'CTKT' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_39,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng CTKT,Đếm lượt vi phạm đối tượng CTKT (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_39_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % vi phạm đối tượng CTKT,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_39 / (K_TT_36 + K_TT_37 + K_TT_38 + K_TT_39 + K_TT_40) × 100%
K_TT_40,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng Tổ chức PHTP,Đếm lượt vi phạm TCPHTP (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Case Conclusion Number,MEASURE,COUNT
K_TT_40,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng Tổ chức PHTP,Đếm lượt vi phạm TCPHTP (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Conclusion Issue Date Dimension Id,FILTER,YEAR = selected year
K_TT_40,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng Tổ chức PHTP,Đếm lượt vi phạm TCPHTP (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Subject Source Type Code,FILTER,= 'DOI_TUONG_KHAC' via scheme TT_SUBJECT_SOURCE_TYPE
K_TT_40,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng Tổ chức PHTP,Đếm lượt vi phạm TCPHTP (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Subject Dimension,Other Party Subtype Code,FILTER,= 'TO_CHUC_PHTP' via scheme TT_OTHER_PARTY_SUBTYPE
K_TT_40,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Số lượng vi phạm đối tượng Tổ chức PHTP,Đếm lượt vi phạm TCPHTP (subtype DOI_TUONG_KHAC),Dashboard,Chỉ tiêu cơ sở,Thanh tra,Fact Inspection Case Violation,Inspection Type Dimension Id,FILTER,= Classification Code 'KIEM_TRA' via scheme TT_PLAN_TYPE
K_TT_40_RATIO,Dashboard Hoạt động Kiểm tra >> Biểu đồ cơ cấu theo đối tượng,Tỷ lệ % vi phạm đối tượng Tổ chức PHTP,Tỷ lệ %,Dashboard,Chỉ tiêu phái sinh,Thanh tra,,,DERIVED,K_TT_40 / (K_TT_36 + K_TT_37 + K_TT_38 + K_TT_39 + K_TT_40) × 100%
K_TT_41,Dashboard Hoạt động Kiểm tra >> Danh sách,Mã vụ việc,Mã hồ sơ kiểm tra,Dashboard,Chỉ tiêu cơ sở,Thanh tra,Inspection Case Dimension,Case Number,SLICER,Display text
